title,release_date,budget,revenue,ganancia,anio,mes,dia,dia_semana,key
His Brother,2003-05-15,0,0,0,2003,Mayo,15,Jueves,8589937485
Wake Island,1942-08-11,0,0,0,1942,Agosto,11,Martes,8589937486
What Price Glory,1952-08-22,0,0,0,1952,Agosto,22,Viernes,8589937487
97.0,,0,0,0,,,,,8589937488
The Bachelor and the Bobby-Soxer,1947-07-24,0,0,0,1947,Julio,24,Jueves,8589937489
Breezy,1973-11-18,0,0,0,1973,Noviembre,18,Domingo,8589937490
The City of No Limits,2002-03-01,0,0,0,2002,Marzo,01,Viernes,8589937491
The Comfort of Strangers,1990-01-01,0,1244381,1244381,1990,Enero,01,Lunes,8589937492
Dancing in September,2001-02-03,850000,0,-850000,2001,Febrero,03,Sabado,8589937493
Destination Tokyo,1943-12-31,0,0,0,1943,Diciembre,31,Viernes,8589937494
Dr. Jekyll and Ms. Hyde,1995-08-25,8000000,0,-8000000,1995,Agosto,25,Viernes,8589937495
Dream Lover,1993-10-24,0,0,0,1993,Octubre,24,Domingo,8589937496
Fausto 5.0,2001-01-01,0,0,0,2001,Enero,01,Lunes,8589937497
For Queen & Country,1988-05-17,191051,0,-191051,1988,Mayo,17,Martes,8589937498
Funny About Love,1990-09-21,0,0,0,1990,Septiembre,21,Viernes,8589937499
Released,,0,0,0,,,,,8589937500
Grief,1993-05-10,0,0,0,1993,Mayo,10,Lunes,8589937501
Hometown Legend,2002-01-25,0,0,0,2002,Enero,25,Viernes,8589937502
How I Got Into College,1989-05-19,0,0,0,1989,Mayo,19,Viernes,8589937503
Map of the Human Heart,1993-04-22,0,0,0,1993,Abril,22,Jueves,8589937504
Mr. Blandings Builds His Dream House,1948-06-04,0,0,0,1948,Junio,04,Viernes,8589937505
My Favorite Wife,1940-05-17,0,0,0,1940,Mayo,17,Viernes,8589937506
Released,,5000000,0,-5000000,,,,,8589937507
0,,0,0,0,,,,,8589937508
No Name on the Bullet,1959-02-01,0,0,0,1959,Febrero,01,Domingo,8589937509
The Plainsman,1936-11-16,0,0,0,1936,Noviembre,16,Lunes,8589937510
Slaughter of the Innocents,1993-01-01,0,0,0,1993,Enero,01,Viernes,8589937511
The Snake Pit,1948-11-04,0,0,0,1948,Noviembre,04,Jueves,8589937512
The Spoilers,1942-05-08,0,0,0,1942,Mayo,08,Viernes,8589937513
The Super,1991-10-04,22000000,11000863,-10999137,1991,Octubre,04,Viernes,8589937514
Tai-Pan,1986-11-07,25000000,0,-25000000,1986,Noviembre,07,Viernes,8589937515
Two of a Kind,1983-01-01,0,23646952,23646952,1983,Enero,01,Sabado,8589937516
"The tragic story of a platoon of Spanish soldiers, in the hell of the Kosovo war in 2000",,0,0,0,,,,,8589937517
The Leopard,1963-03-28,0,0,0,1963,Marzo,28,Jueves,8589937518
"Goodbye, Columbus",1969-01-01,0,0,0,1969,Enero,01,Miercoles,8589937519
The President's Analyst,1967-12-21,0,0,0,1967,Diciembre,21,Jueves,8589937520
The Day of the Locust,1975-05-07,0,0,0,1975,Mayo,07,Miercoles,8589937521
The Creeping Flesh,1973-02-12,0,0,0,1973,Febrero,12,Lunes,8589937522
Swann in Love,1984-02-23,0,0,0,1984,Febrero,23,Jueves,8589937523
To End All Wars,2001-09-02,0,0,0,2001,Septiembre,02,Domingo,8589937524
Moulin Rouge,1952-12-23,1500000,0,-1500000,1952,Diciembre,23,Martes,8589937525
The Belly of an Architect,1987-09-23,0,0,0,1987,Septiembre,23,Miercoles,8589937526
The Nest,2002-01-01,0,0,0,2002,Enero,01,Martes,8589937527
Love Happy,1949-10-12,0,0,0,1949,Octubre,12,Miercoles,8589937528
High School Confidential!,1958-05-30,0,0,0,1958,Mayo,30,Viernes,8589937529
"[{'iso_639_1': 'en', 'name': 'English'}]",,0,0,0,,,,,8589937530
Crimetime,1996-08-01,0,0,0,1996,Agosto,01,Jueves,8589937531
A Woman Is a Woman,1961-09-06,160000,100655,-59345,1961,Septiembre,06,Miercoles,8589937532
Mamma Roma,1962-08-31,0,0,0,1962,Agosto,31,Viernes,8589937533
The Lower Depths,1957-10-01,0,0,0,1957,Octubre,01,Martes,8589937534
Ruby Cairo,1992-10-29,0,0,0,1992,Octubre,29,Jueves,8589937535
Night Patrol,1984-11-16,0,0,0,1984,Noviembre,16,Viernes,8589937536
Fast food executive Jim Ferguson stepped out of his 47th floor office to go to the bathroom... and ended up in the middle of World War I. History will be grateful forever.,,0,0,0,,,,,8589937537
Fancy Pants,1950-07-19,0,0,0,1950,Julio,19,Miercoles,8589937538
The World of Suzie Wong,1960-11-10,0,0,0,1960,Noviembre,10,Jueves,8589937539
King of the Ants,2003-07-28,0,0,0,2003,Julio,28,Lunes,8589937540
Uncle Sam,1997-07-04,0,0,0,1997,Julio,04,Viernes,8589937541
"Yesterday, Today and Tomorrow",1963-12-19,0,0,0,1963,Diciembre,19,Jueves,8589937542
La Belle Noiseuse,1991-09-04,0,0,0,1991,Septiembre,04,Miercoles,8589937543
La balance,1982-11-10,0,0,0,1982,Noviembre,10,Miercoles,8589937544
Gun Crazy,1950-01-20,0,0,0,1950,Enero,20,Viernes,8589937545
I want a man...not a human punching bag!,,0,0,0,,,,,8589937546
Unprecedented: The 2000 Presidential Election,2002-09-17,0,0,0,2002,Septiembre,17,Martes,8589937547
The Prime of Miss Jean Brodie,1969-02-24,0,0,0,1969,Febrero,24,Lunes,8589937548
"and cinematic influence. It's his movie family.\"",,0,0,0,,,,,8589937549
The North Avenue Irregulars,1979-02-09,0,0,0,1979,Febrero,09,Viernes,8589937550
Lovers and Other Strangers,1970-08-12,0,0,0,1970,Agosto,12,Miercoles,8589937551
Kotch,1971-09-17,0,0,0,1971,Septiembre,17,Viernes,8589937552
The true story of a dog,,0,0,0,,,,,8589937553
Side Out,1990-03-30,0,0,0,1990,Marzo,30,Viernes,8589937554
The Three Lives of Thomasina,1963-12-11,0,0,0,1963,Diciembre,11,Miercoles,8589937555
"No Deposit, No Return",1976-02-05,0,0,0,1976,Febrero,05,Jueves,8589937556
"The One and Only, Genuine, Original Family Band",1968-04-19,0,0,0,1968,Abril,19,Viernes,8589937557
Under the Lighthouse Dancing,1997-10-15,0,0,0,1997,Octubre,15,Miercoles,8589937558
81.0,,0,0,0,,,,,8589937559
Black Angel,1946-08-02,0,0,0,1946,Agosto,02,Viernes,8589937560
The Big Clock,1948-04-09,0,0,0,1948,Abril,09,Viernes,8589937561
Criss Cross,1949-01-12,0,0,0,1949,Enero,12,Miercoles,8589937562
The Fifth Musketeer,1979-04-06,0,0,0,1979,Abril,06,Viernes,8589937563
Evilspeak,1981-08-22,1000000,0,-1000000,1981,Agosto,22,Sabado,8589937564
Terror by Night,1946-02-01,0,0,0,1946,Febrero,01,Viernes,8589937565
The Spy Who Came in from the Cold,1965-12-16,0,0,0,1965,Diciembre,16,Jueves,8589937566
Sherlock Holmes and the Secret Weapon,1942-12-25,0,0,0,1942,Diciembre,25,Viernes,8589937567
The Woman in Green,1945-07-27,0,0,0,1945,Julio,27,Viernes,8589937568
The Counterfeit Traitor,1962-04-17,0,0,0,1962,Abril,17,Martes,8589937569
"One, Two, Three, Sun",1993-08-18,0,0,0,1993,Agosto,18,Miercoles,8589937570
Roadkill,1989-09-16,250000,0,-250000,1989,Septiembre,16,Sabado,8589937571
Dressed to Kill,1946-06-07,0,0,0,1946,Junio,07,Viernes,8589937572
Bon voyage,2003-04-16,0,0,0,2003,Abril,16,Miercoles,8589937573
The Assassination Bureau,1969-03-09,0,0,0,1969,Marzo,09,Domingo,8589937574
The Manchurian Candidate,2004-07-30,80000000,96105964,16105964,2004,Julio,30,Viernes,8589937575
Thunderbirds,2004-07-23,57000000,28283637,-28716363,2004,Julio,23,Viernes,8589937576
The Village,2004-07-30,60000000,256697520,196697520,2004,Julio,30,Viernes,8589937577
,,2500000,0,-2500000,,,,,8589937578
Early Summer,1951-10-03,0,0,0,1951,Octubre,03,Miercoles,8589937579
Port of Shadows,1938-05-18,0,0,0,1938,Mayo,18,Miercoles,8589937580
Thunderbirds are GO,1966-12-15,0,0,0,1966,Diciembre,15,Jueves,8589937581
Thunderbird 6,1968-08-03,0,0,0,1968,Agosto,03,Sabado,8589937582
Castle Keep,1969-10-01,0,0,0,1969,Octubre,01,Miercoles,8589937583
Revengers Tragedy,2002-08-06,0,0,0,2002,Agosto,06,Martes,8589937584
Beyond Hypothermia,1996-09-20,0,0,0,1996,Septiembre,20,Viernes,8589937585
Octane,2003-05-16,11500000,0,-11500000,2003,Mayo,16,Viernes,8589937586
PTU,2003-04-17,0,0,0,2003,Abril,17,Jueves,8589937587
Unfinished Piece for Mechanical Piano,1977-09-05,0,0,0,1977,Septiembre,05,Lunes,8589937588
The Warrior,2001-09-23,0,0,0,2001,Septiembre,23,Domingo,8589937589
A Funny Thing Happened on the Way to the Forum,1966-10-16,0,0,0,1966,Octubre,16,Domingo,8589937590
Salesman,1969-01-01,0,0,0,1969,Enero,01,Miercoles,8589937591
Collateral,2004-08-04,65000000,217764291,152764291,2004,Agosto,04,Miercoles,8589937592
Little Black Book,2004-08-06,35000000,22034832,-12965168,2004,Agosto,06,Viernes,8589937593
Code 46,2003-09-02,7500000,0,-7500000,2003,Septiembre,02,Martes,8589937594
In the Soup,1992-10-23,0,256249,256249,1992,Octubre,23,Viernes,8589937595
They Came to Cordura,1959-06-01,0,0,0,1959,Junio,01,Lunes,8589937596
Blue Spring,2001-09-10,0,0,0,2001,Septiembre,10,Lunes,8589937597
Story of Women,1988-09-14,0,0,0,1988,Septiembre,14,Miercoles,8589937598
Attack the Gas Station!,1999-10-02,0,0,0,1999,Octubre,02,Sabado,8589937599
Masques,1987-02-11,0,0,0,1987,Febrero,11,Miercoles,8589937600
Harold & Kumar Go to White Castle,2004-05-30,9000000,23936908,14936908,2004,Mayo,30,Domingo,8589937601
The Princess Diaries 2: Royal Engagement,2004-08-06,40000000,95149435,55149435,2004,Agosto,06,Viernes,8589937602
Danny Deckchair,2003-05-16,0,0,0,2003,Mayo,16,Viernes,8589937603
AVP: Alien vs. Predator,2004-08-12,70000000,171183863,101183863,2004,Agosto,12,Jueves,8589937604
"[{'iso_639_1': 'en', 'name': 'English'}]",,20000000,0,-20000000,,,,,8589937605
Novo,2002-08-03,0,0,0,2002,Agosto,03,Sabado,8589937606
We Don't Live Here Anymore,2004-01-20,3000000,2037545,-962455,2004,Enero,20,Martes,8589937607
Without a Paddle,2004-08-20,19000000,69631118,50631118,2004,Agosto,20,Viernes,8589937608
Exorcist: The Beginning,2004-08-20,80000000,78000586,-1999414,2004,Agosto,20,Viernes,8589937609
Speedway,1968-01-01,0,0,0,1968,Enero,01,Lunes,8589937610
The Trouble with Girls,1969-09-03,0,0,0,1969,Septiembre,03,Miercoles,8589937611
It Happened at the World's Fair,1963-04-03,0,0,0,1963,Abril,03,Miercoles,8589937612
Double Trouble,1967-04-05,0,1600000,1600000,1967,Abril,05,Miercoles,8589937613
Spinout,1966-12-14,0,0,0,1966,Diciembre,14,Miercoles,8589937614
Released,,0,0,0,,,,,8589937615
The Spaceman and King Arthur,1979-07-10,0,0,0,1979,Julio,10,Martes,8589937616
The Sting II,1983-02-18,0,6347072,6347072,1983,Febrero,18,Viernes,8589937617
If a Man Answers,1962-10-10,0,0,0,1962,Octubre,10,Miercoles,8589937618
Cheerleader Camp,1988-06-01,0,0,0,1988,Junio,01,Miercoles,8589937619
Released,,0,0,0,,,,,8589937620
Bill Cosby: Himself,1983-05-20,0,0,0,1983,Mayo,20,Viernes,8589937621
Dead Ringer,1964-02-19,0,0,0,1964,Febrero,19,Miercoles,8589937622
Benji: Off the Leash!,2004-03-26,0,0,0,2004,Marzo,26,Viernes,8589937623
Anacondas: The Hunt for the Blood Orchid,2004-08-26,20000000,70992898,50992898,2004,Agosto,26,Jueves,8589937624
Suspect Zero,2004-08-27,27000000,13000000,-14000000,2004,Agosto,27,Viernes,8589937625
"[{'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'es', 'name': 'Español'}]",,0,0,0,,,,,8589937626
Vanity Fair,2004-09-01,23000000,16123851,-6876149,2004,Septiembre,01,Miercoles,8589937627
The Cookout,2004-09-03,16000000,12,-15999988,2004,Septiembre,03,Viernes,8589937628
Paparazzi,2004-09-03,20000000,16605763,-3394237,2004,Septiembre,03,Viernes,8589937629
Passion never dies.,,30000000,0,-30000000,,,,,8589937630
Triggermen,2002-01-01,500000,0,-500000,2002,Enero,01,Martes,8589937631
Alice Doesn't Live Here Anymore,1974-12-09,0,0,0,1974,Diciembre,09,Lunes,8589937632
The Mangler,1995-03-03,0,0,0,1995,Marzo,03,Viernes,8589937633
Who's That Knocking at My Door,1967-11-15,0,0,0,1967,Noviembre,15,Miercoles,8589937634
Seeing Other People,2004-01-01,0,0,0,2004,Enero,01,Jueves,8589937635
Past Midnight,1991-01-01,0,0,0,1991,Enero,01,Martes,8589937636
A Million to Juan,1994-05-15,0,1221832,1221832,1994,Mayo,15,Domingo,8589937637
"[{'iso_639_1': 'pl', 'name': 'Polski'}]",,0,0,0,,,,,8589937638
No End,1985-06-17,0,0,0,1985,Junio,17,Lunes,8589937639
Highwaymen,2004-02-13,0,371396,371396,2004,Febrero,13,Viernes,8589937640
Graffiti Bridge,1990-11-02,0,0,0,1990,Noviembre,02,Viernes,8589937641
I Vitelloni,1953-08-26,0,0,0,1953,Agosto,26,Miercoles,8589937642
Under the Cherry Moon,1986-07-02,0,10090429,10090429,1986,Julio,02,Miercoles,8589937643
Released,,0,0,0,,,,,8589937644
Released,,0,0,0,,,,,8589937645
Lord Jim,1965-02-15,0,0,0,1965,Febrero,15,Lunes,8589937646
A Small Circle of Friends,1980-03-12,0,0,0,1980,Marzo,12,Miercoles,8589937647
Night of the Demons,1988-10-14,1200000,3109904,1909904,1988,Octubre,14,Viernes,8589937648
Witchboard,1986-12-31,0,0,0,1986,Diciembre,31,Miercoles,8589937649
Roller Boogie,1979-12-31,0,0,0,1979,Diciembre,31,Lunes,8589937650
Lilith,1964-09-27,0,0,0,1964,Septiembre,27,Domingo,8589937651
The Apple,1980-11-21,0,0,0,1980,Noviembre,21,Viernes,8589937652
Superbabies: Baby Geniuses 2,2004-08-27,0,9109322,9109322,2004,Agosto,27,Viernes,8589937653
Cellular,2004-09-06,25000000,56422687,31422687,2004,Septiembre,06,Lunes,8589937654
Resident Evil: Apocalypse,2004-09-10,45000000,129394835,84394835,2004,Septiembre,10,Viernes,8589937655
Criminal,2004-10-07,0,0,0,2004,Octubre,07,Jueves,8589937656
Evergreen,2004-01-01,0,0,0,2004,Enero,01,Jueves,8589937657
Mr. 3000,2004-06-15,30000000,21800302,-8199698,2004,Junio,15,Martes,8589937658
107.0,,70000000,0,-70000000,,,,,8589937659
Wimbledon,2004-09-13,31000000,41512007,10512007,2004,Septiembre,13,Lunes,8589937660
,,0,0,0,,,,,8589937661
Head in the Clouds,2004-04-29,0,0,0,2004,Abril,29,Jueves,8589937662
First Daughter,2004-09-24,30000000,0,-30000000,2004,Septiembre,24,Viernes,8589937663
The Forgotten,2004-09-24,42000000,117575636,75575636,2004,Septiembre,24,Viernes,8589937664
The Last Shot,2004-09-24,0,0,0,2004,Septiembre,24,Viernes,8589937665
A Dirty Shame,2004-09-12,15000000,1914166,-13085834,2004,Septiembre,12,Domingo,8589937666
126.0,,0,0,0,,,,,8589937667
Shaun of the Dead,2004-04-09,4000000,30039392,26039392,2004,Abril,09,Viernes,8589937668
"Come Back, Little Sheba",1952-12-24,0,0,0,1952,Diciembre,24,Miercoles,8589937669
The Black Orchid,1958-02-11,0,0,0,1958,Febrero,11,Martes,8589937670
Second Chorus,1940-12-09,0,0,0,1940,Diciembre,09,Lunes,8589937671
Released,,0,0,0,,,,,8589937672
Murder on the Orient Express,1974-11-24,0,27634716,27634716,1974,Noviembre,24,Domingo,8589937673
Mask,1985-03-08,0,42400000,42400000,1985,Marzo,08,Viernes,8589937674
Alexander's Ragtime Band,1938-05-24,2000000,4000000,2000000,1938,Mayo,24,Martes,8589937675
The Boston Strangler,1968-10-08,0,0,0,1968,Octubre,08,Martes,8589937676
The Last Flight of Noah's Ark,1980-06-24,0,11000000,11000000,1980,Junio,24,Martes,8589937677
The Man with One Red Shoe,1985-07-18,0,0,0,1985,Julio,18,Jueves,8589937678
The Sentinel,1977-01-07,0,3,3,1977,Enero,07,Viernes,8589937679
Sssssss,1973-07-06,0,0,0,1973,Julio,06,Viernes,8589937680
Whispers in the Dark,1992-08-06,0,0,0,1992,Agosto,06,Jueves,8589937681
Stealing Time,2001-06-17,0,0,0,2001,Junio,17,Domingo,8589937682
The Legacy,1978-09-01,0,0,0,1978,Septiembre,01,Viernes,8589937683
The Alligator People,1959-07-01,0,0,0,1959,Julio,01,Miercoles,8589937684
Hear No Evil,1993-03-26,0,0,0,1993,Marzo,26,Viernes,8589937685
Basket Case 3,1992-02-01,0,0,0,1992,Febrero,01,Sabado,8589937686
Basket Case 2,1990-03-02,2500000,0,-2500000,1990,Marzo,02,Viernes,8589937687
Orca: The Killer Whale,1977-07-22,6000000,14717854,8717854,1977,Julio,22,Viernes,8589937688
AKA,2002-01-19,0,0,0,2002,Enero,19,Sabado,8589937689
I Married a Monster from Outer Space,1958-10-01,0,0,0,1958,Octubre,01,Miercoles,8589937690
The Trojan Women,1971-09-26,0,0,0,1971,Septiembre,26,Domingo,8589937691
Robinson Crusoe,1954-08-05,350000,0,-350000,1954,Agosto,05,Jueves,8589937692
Hardcore,1979-02-09,0,0,0,1979,Febrero,09,Viernes,8589937693
Watermelon Man,1970-01-01,0,0,0,1970,Enero,01,Jueves,8589937694
Flashpoint,1984-04-19,0,0,0,1984,Abril,19,Jueves,8589937695
Bug,1975-06-06,0,0,0,1975,Junio,06,Viernes,8589937696
The Terror,1963-06-17,0,0,0,1963,Junio,17,Lunes,8589937697
Jack O,1995-10-10,0,0,0,1995,Octubre,10,Martes,8589937698
1492: Conquest of Paradise,1992-10-09,47000000,7191399,-39808601,1992,Octubre,09,Viernes,8589937699
Cannibal Holocaust,1980-02-07,100000,0,-100000,1980,Febrero,07,Jueves,8589937700
Shark Tale,2004-09-20,75000000,367275019,292275019,2004,Septiembre,20,Lunes,8589937701
Ladder 49,2004-10-01,60000000,74541707,14541707,2004,Octubre,01,Viernes,8589937702
Black Cloud,2004-01-01,0,0,0,2004,Enero,01,Jueves,8589937703
An existential comedy,,22000000,0,-22000000,,,,,8589937704
Raise Your Voice,2004-08-10,15000000,14867514,-132486,2004,Agosto,10,Martes,8589937705
Taxi,2004-10-06,25000000,36609966,11609966,2004,Octubre,06,Miercoles,8589937706
Around the Bend,2004-10-08,0,0,0,2004,Octubre,08,Viernes,8589937707
Primer,2004-10-08,7000,424760,417760,2004,Octubre,08,Viernes,8589937708
Stage Beauty,2004-09-03,0,776691,776691,2004,Septiembre,03,Viernes,8589937709
Shall We Dance?,2004-10-15,50000000,170128460,120128460,2004,Octubre,15,Viernes,8589937710
Team America: World Police,2004-10-10,32000000,50907422,18907422,2004,Octubre,10,Domingo,8589937711
Eulogy,2004-10-15,0,0,0,2004,Octubre,15,Viernes,8589937712
P.S.,2004-10-15,0,0,0,2004,Octubre,15,Viernes,8589937713
The Country Girl,1954-05-17,0,0,0,1954,Mayo,17,Lunes,8589937714
The Rose Tattoo,1955-12-12,0,0,0,1955,Diciembre,12,Lunes,8589937715
Epidemic,1987-09-11,0,0,0,1987,Septiembre,11,Viernes,8589937716
Tess,1979-10-06,0,0,0,1979,Octubre,06,Sabado,8589937717
I Wanna Hold Your Hand,1978-04-20,2700000,0,-2700000,1978,Abril,20,Jueves,8589937718
Spinning Boris,2003-10-23,0,0,0,2003,Octubre,23,Jueves,8589937719
Circle of Iron,1978-07-25,0,0,0,1978,Julio,25,Martes,8589937720
1500000,,780000,2,-779998,,,,,8589937721
The Fearless Vampire Killers,1967-02-01,2000000,0,-2000000,1967,Febrero,01,Miercoles,8589937722
Black Beauty,1971-01-01,0,0,0,1971,Enero,01,Viernes,8589937723
The Five Obstructions,2003-11-07,0,0,0,2003,Noviembre,07,Viernes,8589937724
Born Rich,2003-01-19,0,0,0,2003,Enero,19,Domingo,8589937725
Released,,0,0,0,,,,,8589937726
The Decline of the American Empire,1986-06-19,0,0,0,1986,Junio,19,Jueves,8589937727
Bébé's Kids,1992-07-31,0,0,0,1992,Julio,31,Viernes,8589937728
All I Want For Christmas,1991-11-08,0,14812000,14812000,1991,Noviembre,08,Viernes,8589937729
/qoKzFkzOfWw5dOYfLlGIi4sxb5K.jpg,,0,0,0,,,,,8589937730
Friday Night Lights,2004-10-08,30000000,61255921,31255921,2004,Octubre,08,Viernes,8589937731
Tarnation,2003-10-19,218,1162014,1161796,2003,Octubre,19,Domingo,8589937732
The Final Cut,2004-10-15,0,548039,548039,2004,Octubre,15,Viernes,8589937733
Hair Show,2004-10-17,0,0,0,2004,Octubre,17,Domingo,8589937734
Riding the Bullet,2004-10-15,5000000,0,-5000000,2004,Octubre,15,Viernes,8589937735
107.0,,0,0,0,,,,,8589937736
Being Julia,2004-09-03,0,0,0,2004,Septiembre,03,Viernes,8589937737
The Dust Factory,2004-01-01,0,0,0,2004,Enero,01,Jueves,8589937738
Thérèse: The Story of Saint Thérèse of Lisieux,2004-10-03,0,0,0,2004,Octubre,03,Domingo,8589937739
Surviving Christmas,2004-09-21,45000000,14793624,-30206376,2004,Septiembre,21,Martes,8589937740
The Grudge,2004-10-22,10000000,183474602,173474602,2004,Octubre,22,Viernes,8589937741
Alfie,2004-10-22,60000000,13395939,-46604061,2004,Octubre,22,Viernes,8589937742
Sideways,2004-10-22,16000000,109502303,93502303,2004,Octubre,22,Viernes,8589937743
The Machinist,2004-02-09,5000000,8203235,3203235,2004,Febrero,09,Lunes,8589937744
Vera Drake,2004-10-22,11000000,0,-11000000,2004,Octubre,22,Viernes,8589937745
,,0,0,0,,,,,8589937746
Stella Street,2004-01-26,0,0,0,2004,Enero,26,Lunes,8589937747
Lightning in a Bottle,2004-02-12,0,0,0,2004,Febrero,12,Jueves,8589937748
Undertow,2004-05-14,0,143597,143597,2004,Mayo,14,Viernes,8589937749
Enduring Love,2004-11-26,0,0,0,2004,Noviembre,26,Viernes,8589937750
Saw,2004-10-01,1200000,103911669,102711669,2004,Octubre,01,Viernes,8589937751
Ray,2004-10-29,40000000,124731534,84731534,2004,Octubre,29,Viernes,8589937752
Birth,2004-09-08,20000000,0,-20000000,2004,Septiembre,08,Miercoles,8589937753
Voices of Iraq,2004-01-01,0,0,0,2004,Enero,01,Jueves,8589937754
The Incredibles,2004-11-05,92000000,631442092,539442092,2004,Noviembre,05,Viernes,8589937755
Fade to Black,2004-11-05,0,0,0,2004,Noviembre,05,Viernes,8589937756
It's All About Love,2003-01-10,0,0,0,2003,Enero,10,Viernes,8589937757
Callas Forever,2002-09-18,0,0,0,2002,Septiembre,18,Miercoles,8589937758
The Polar Express,2004-11-10,165000000,305875730,140875730,2004,Noviembre,10,Miercoles,8589937759
Kinsey,2004-09-04,0,0,0,2004,Septiembre,04,Sabado,8589937760
87.0,,0,0,0,,,,,8589937761
Who will walk away?,,60000000,0,-60000000,,,,,8589937762
Bridget Jones: The Edge of Reason,2004-11-10,50000000,40203020,-9796980,2004,Noviembre,10,Miercoles,8589937763
Finding Neverland,2004-10-17,25000000,116766556,91766556,2004,Octubre,17,Domingo,8589937764
Veer-Zaara,2004-11-12,7000000,29385320,22385320,2004,Noviembre,12,Viernes,8589937765
National Treasure,2004-11-19,100000000,347451894,247451894,2004,Noviembre,19,Viernes,8589937766
Bad Education,2004-03-19,5000000,40266982,35266982,2004,Marzo,19,Viernes,8589937767
The SpongeBob SquarePants Movie,2004-11-14,30000000,140161792,110161792,2004,Noviembre,14,Domingo,8589937768
Fabled,2002-01-01,0,0,0,2002,Enero,01,Martes,8589937769
San Antonio,1945-11-29,0,0,0,1945,Noviembre,29,Jueves,8589937770
Alexander,2004-11-21,155000000,167298192,12298192,2004,Noviembre,21,Domingo,8589937771
Christmas with the Kranks,2004-11-24,60000000,0,-60000000,2004,Noviembre,24,Miercoles,8589937772
Guerrilla: The Taking of Patty Hearst,2004-11-26,0,0,0,2004,Noviembre,26,Viernes,8589937773
Released,,0,0,0,,,,,8589937774
Closer,2004-12-01,27000000,115505027,88505027,2004,Diciembre,01,Miercoles,8589937775
I Am David,2003-12-03,0,0,0,2003,Diciembre,03,Miercoles,8589937776
House of Flying Daggers,2004-05-19,0,92863945,92863945,2004,Mayo,19,Miercoles,8589937777
Released,,0,0,0,,,,,8589937778
Blade: Trinity,2004-12-08,65000000,128905366,63905366,2004,Diciembre,08,Miercoles,8589937779
The Bellboy,1960-07-20,900000,10000000,9100000,1960,Julio,20,Miercoles,8589937780
